,date,time,comp,round,day,venue,gf,ga,opponent,poss,attendance,formation,sh,save%,season,team
3,2015-08-29,15:30,Bundesliga,Matchweek 3,Sat,Away,0,0,Darmstadt 98,65.0,17000.0,4-4-2,15.0,100.0,2016,Hoffenheim
4,2015-09-13,15:30,Bundesliga,Matchweek 4,Sun,Home,1,3,Werder Bremen,61.0,28312.0,4-1-2-1-2◆,10.0,50.0,2016,Hoffenheim
5,2015-09-18,20:30,Bundesliga,Matchweek 5,Fri,Away,1,3,Mainz 05,42.0,28973.0,4-3-3,13.0,25.0,2016,Hoffenheim
6,2015-09-23,20:00,Bundesliga,Matchweek 6,Wed,Home,1,1,Dortmund,31.0,29700.0,4-4-2,10.0,75.0,2016,Hoffenheim
7,2015-09-26,15:30,Bundesliga,Matchweek 7,Sat,Away,3,1,Augsburg,33.0,27112.0,4-4-2,11.0,88.9,2016,Hoffenheim
8,2015-10-03,15:30,Bundesliga,Matchweek 8,Sat,Home,2,2,Stuttgart,41.0,30150.0,4-4-2,11.0,71.4,2016,Hoffenheim
9,2015-10-17,15:30,Bundesliga,Matchweek 9,Sat,Away,2,4,Wolfsburg,49.0,28148.0,4-4-2,8.0,55.6,2016,Hoffenheim
10,2015-10-23,20:30,Bundesliga,Matchweek 10,Fri,Home,0,1,Hamburger SV,47.0,30000.0,4-4-2,12.0,80.0,2016,Hoffenheim
11,2015-10-31,15:30,Bundesliga,Matchweek 11,Sat,Away,0,0,Köln,47.0,48000.0,4-4-2,10.0,100.0,2016,Hoffenheim
12,2015-11-07,15:30,Bundesliga,Matchweek 12,Sat,Home,0,0,Eint Frankfurt,51.0,30150.0,4-4-2,8.0,100.0,2016,Hoffenheim
13,2015-11-22,15:30,Bundesliga,Matchweek 13,Sun,Away,0,1,Hertha BSC,55.0,37045.0,4-2-3-1,7.0,0.0,2016,Hoffenheim
14,2015-11-28,15:30,Bundesliga,Matchweek 14,Sat,Home,3,3,M'Gladbach,31.0,30150.0,4-4-2,18.0,62.5,2016,Hoffenheim
15,2015-12-05,15:30,Bundesliga,Matchweek 15,Sat,Away,1,1,Ingolstadt 04,49.0,14255.0,4-4-1-1,7.0,50.0,2016,Hoffenheim
16,2015-12-12,15:30,Bundesliga,Matchweek 16,Sat,Home,1,0,Hannover 96,45.0,25531.0,4-4-1-1,14.0,100.0,2016,Hoffenheim
17,2015-12-18,20:30,Bundesliga,Matchweek 17,Fri,Away,0,1,Schalke 04,51.0,60749.0,4-4-1-1,18.0,66.7,2016,Hoffenheim
18,2016-01-23,15:30,Bundesliga,Matchweek 18,Sat,Home,1,1,Leverkusen,36.0,24140.0,4-2-3-1,5.0,87.5,2016,Hoffenheim
19,2016-01-31,17:30,Bundesliga,Matchweek 19,Sun,Away,0,2,Bayern Munich,26.0,75000.0,4-2-3-1,5.0,77.8,2016,Hoffenheim
20,2016-02-07,17:30,Bundesliga,Matchweek 20,Sun,Home,0,2,Darmstadt 98,69.0,26231.0,4-2-3-1,12.0,60.0,2016,Hoffenheim
21,2016-02-13,15:30,Bundesliga,Matchweek 21,Sat,Away,1,1,Werder Bremen,52.0,38454.0,3-4-1-2,11.0,90.0,2016,Hoffenheim
22,2016-02-20,15:30,Bundesliga,Matchweek 22,Sat,Home,3,2,Mainz 05,48.0,24019.0,4-3-3,13.0,60.0,2016,Hoffenheim
23,2016-02-28,17:30,Bundesliga,Matchweek 23,Sun,Away,1,3,Dortmund,25.0,81359.0,3-4-1-2,9.0,70.0,2016,Hoffenheim
24,2016-03-02,20:00,Bundesliga,Matchweek 24,Wed,Home,2,1,Augsburg,51.0,21092.0,4-3-3,14.0,100.0,2016,Hoffenheim
25,2016-03-05,15:30,Bundesliga,Matchweek 25,Sat,Away,1,5,Stuttgart,63.0,44647.0,3-1-4-2,13.0,54.5,2016,Hoffenheim
26,2016-03-12,15:30,Bundesliga,Matchweek 26,Sat,Home,1,0,Wolfsburg,35.0,25231.0,4-3-3,11.0,100.0,2016,Hoffenheim
27,2016-03-19,15:30,Bundesliga,Matchweek 27,Sat,Away,3,1,Hamburger SV,39.0,48263.0,4-3-3,14.0,100.0,2016,Hoffenheim
28,2016-04-03,17:30,Bundesliga,Matchweek 28,Sun,Home,1,1,Köln,56.0,30150.0,3-4-3,15.0,0.0,2016,Hoffenheim
29,2016-04-09,15:30,Bundesliga,Matchweek 29,Sat,Away,2,0,Eint Frankfurt,48.0,51000.0,4-2-3-1,8.0,100.0,2016,Hoffenheim
30,2016-04-16,15:30,Bundesliga,Matchweek 30,Sat,Home,2,1,Hertha BSC,54.0,27745.0,3-1-4-2,17.0,50.0,2016,Hoffenheim
31,2016-04-24,15:30,Bundesliga,Matchweek 31,Sun,Away,1,3,M'Gladbach,44.0,53144.0,3-1-4-2,14.0,75.0,2016,Hoffenheim
32,2016-04-30,15:30,Bundesliga,Matchweek 32,Sat,Home,2,1,Ingolstadt 04,53.0,26561.0,4-2-3-1,10.0,87.5,2016,Hoffenheim
33,2016-05-07,15:30,Bundesliga,Matchweek 33,Sat,Away,0,1,Hannover 96,55.0,38096.0,4-3-3,15.0,75.0,2016,Hoffenheim
34,2016-05-14,15:30,Bundesliga,Matchweek 34,Sat,Home,1,4,Schalke 04,46.0,30150.0,3-4-3,14.0,55.6,2016,Hoffenheim
1,2015-08-16,15:30,Bundesliga,Matchweek 1,Sun,Away,1,2,Wolfsburg,39.0,29126.0,4-4-2,13.0,33.3,2016,Eintracht Frankfurt
2,2015-08-22,15:30,Bundesliga,Matchweek 2,Sat,Home,1,1,Augsburg,54.0,45000.0,4-4-2,11.0,75.0,2016,Eintracht Frankfurt
3,2015-08-29,15:30,Bundesliga,Matchweek 3,Sat,Away,4,1,Stuttgart,47.0,49327.0,4-4-2,6.0,75.0,2016,Eintracht Frankfurt
4,2015-09-12,18:30,Bundesliga,Matchweek 4,Sat,Home,6,2,Köln,50.0,51500.0,4-1-2-1-2◆,18.0,71.4,2016,Eintracht Frankfurt
5,2015-09-19,15:30,Bundesliga,Matchweek 5,Sat,Away,0,0,Hamburger SV,50.0,55322.0,4-3-1-2,7.0,100.0,2016,Eintracht Frankfurt
6,2015-09-23,20:00,Bundesliga,Matchweek 6,Wed,Away,0,2,Schalke 04,49.0,60104.0,4-3-1-2,18.0,71.4,2016,Eintracht Frankfurt
7,2015-09-27,15:30,Bundesliga,Matchweek 7,Sun,Home,1,1,Hertha BSC,44.0,46000.0,4-1-2-1-2◆,11.0,83.3,2016,Eintracht Frankfurt
8,2015-10-03,15:30,Bundesliga,Matchweek 8,Sat,Away,0,2,Ingolstadt 04,60.0,15000.0,4-1-2-1-2◆,12.0,50.0,2016,Eintracht Frankfurt
9,2015-10-17,18:30,Bundesliga,Matchweek 9,Sat,Home,1,5,M'Gladbach,49.0,50700.0,4-3-1-2,7.0,20.0,2016,Eintracht Frankfurt
10,2015-10-24,15:30,Bundesliga,Matchweek 10,Sat,Away,2,1,Hannover 96,56.0,44200.0,4-2-3-1,5.0,75.0,2016,Eintracht Frankfurt
12,2015-10-30,20:30,Bundesliga,Matchweek 11,Fri,Home,0,0,Bayern Munich,46.0,51500.0,4-3-3,7.0,100.0,2016,Eintracht Frankfurt
13,2015-11-07,15:30,Bundesliga,Matchweek 12,Sat,Away,0,0,Hoffenheim,49.0,30150.0,4-4-1-1,17.0,100.0,2016,Eintracht Frankfurt
14,2015-11-21,15:30,Bundesliga,Matchweek 13,Sat,Home,1,3,Leverkusen,42.0,47500.0,4-4-1-1,9.0,72.7,2016,Eintracht Frankfurt
15,2015-11-28,15:30,Bundesliga,Matchweek 14,Sat,Away,1,2,Mainz 05,47.0,33098.0,4-2-3-1,15.0,75.0,2016,Eintracht Frankfurt
16,2015-12-06,17:30,Bundesliga,Matchweek 15,Sun,Home,0,1,Darmstadt 98,68.0,51500.0,4-2-3-1,15.0,75.0,2016,Eintracht Frankfurt
17,2015-12-13,17:30,Bundesliga,Matchweek 16,Sun,Away,1,4,Dortmund,25.0,81359.0,4-1-4-1,3.0,63.6,2016,Eintracht Frankfurt
18,2015-12-19,15:30,Bundesliga,Matchweek 17,Sat,Home,2,1,Werder Bremen,52.0,46000.0,4-4-2,16.0,75.0,2016,Eintracht Frankfurt
19,2016-01-24,15:30,Bundesliga,Matchweek 18,Sun,Home,3,2,Wolfsburg,42.0,35000.0,4-4-2,12.0,80.0,2016,Eintracht Frankfurt
20,2016-01-30,15:30,Bundesliga,Matchweek 19,Sat,Away,0,0,Augsburg,50.0,28653.0,4-2-3-1,12.0,100.0,2016,Eintracht Frankfurt
21,2016-02-06,15:30,Bundesliga,Matchweek 20,Sat,Home,2,4,Stuttgart,59.0,42000.0,4-2-3-1,17.0,62.5,2016,Eintracht Frankfurt
22,2016-02-13,18:30,Bundesliga,Matchweek 21,Sat,Away,1,3,Köln,56.0,49200.0,4-1-4-1,14.0,57.1,2016,Eintracht Frankfurt
23,2016-02-19,20:30,Bundesliga,Matchweek 22,Fri,Home,0,0,Hamburger SV,53.0,47200.0,4-2-3-1,8.0,100.0,2016,Eintracht Frankfurt
24,2016-02-28,19:30,Bundesliga,Matchweek 23,Sun,Home,0,0,Schalke 04,47.0,43500.0,4-1-2-1-2◆,11.0,100.0,2016,Eintracht Frankfurt
25,2016-03-02,20:00,Bundesliga,Matchweek 24,Wed,Away,0,2,Hertha BSC,50.0,36608.0,4-2-3-1,11.0,66.7,2016,Eintracht Frankfurt
26,2016-03-05,15:30,Bundesliga,Matchweek 25,Sat,Home,1,1,Ingolstadt 04,65.0,40000.0,4-1-2-1-2◆,21.0,100.0,2016,Eintracht Frankfurt
27,2016-03-12,15:30,Bundesliga,Matchweek 26,Sat,Away,0,3,M'Gladbach,36.0,54010.0,4-3-3,4.0,62.5,2016,Eintracht Frankfurt
28,2016-03-19,18:30,Bundesliga,Matchweek 27,Sat,Home,1,0,Hannover 96,57.0,43300.0,4-2-3-1,11.0,100.0,2016,Eintracht Frankfurt
29,2016-04-02,15:30,Bundesliga,Matchweek 28,Sat,Away,0,1,Bayern Munich,31.0,75000.0,5-4-1,4.0,90.0,2016,Eintracht Frankfurt
30,2016-04-09,15:30,Bundesliga,Matchweek 29,Sat,Home,0,2,Hoffenheim,52.0,51000.0,4-2-3-1,11.0,66.7,2016,Eintracht Frankfurt
31,2016-04-16,15:30,Bundesliga,Matchweek 30,Sat,Away,0,3,Leverkusen,38.0,30210.0,4-1-4-1,9.0,50.0,2016,Eintracht Frankfurt
32,2016-04-24,17:30,Bundesliga,Matchweek 31,Sun,Home,2,1,Mainz 05,55.0,50300.0,4-2-3-1,8.0,75.0,2016,Eintracht Frankfurt
33,2016-04-30,15:30,Bundesliga,Matchweek 32,Sat,Away,2,1,Darmstadt 98,64.0,14800.0,4-2-3-1,12.0,66.7,2016,Eintracht Frankfurt
34,2016-05-07,15:30,Bundesliga,Matchweek 33,Sat,Home,1,0,Dortmund,16.0,51500.0,5-4-1,6.0,100.0,2016,Eintracht Frankfurt
35,2016-05-14,15:30,Bundesliga,Matchweek 34,Sat,Away,0,1,Werder Bremen,35.0,42100.0,4-2-3-1,4.0,66.7,2016,Eintracht Frankfurt
1,2015-08-16,17:30,Bundesliga,Matchweek 1,Sun,Home,1,3,Köln,57.0,59500.0,4-4-2,28.0,50.0,2016,Stuttgart
2,2015-08-22,18:30,Bundesliga,Matchweek 2,Sat,Away,2,3,Hamburger SV,44.0,54618.0,4-4-2,12.0,40.0,2016,Stuttgart
3,2015-08-29,15:30,Bundesliga,Matchweek 3,Sat,Home,1,4,Eint Frankfurt,53.0,49327.0,4-4-2,15.0,25.0,2016,Stuttgart
4,2015-09-12,15:30,Bundesliga,Matchweek 4,Sat,Away,1,2,Hertha BSC,50.0,45994.0,4-1-4-1,11.0,50.0,2016,Stuttgart
5,2015-09-20,15:30,Bundesliga,Matchweek 5,Sun,Home,0,1,Schalke 04,55.0,48510.0,4-4-2,26.0,83.3,2016,Stuttgart
6,2015-09-23,20:00,Bundesliga,Matchweek 6,Wed,Away,3,1,Hannover 96,42.0,36800.0,4-4-2,19.0,66.7,2016,Stuttgart
7,2015-09-26,15:30,Bundesliga,Matchweek 7,Sat,Home,1,3,M'Gladbach,51.0,51020.0,4-4-2,23.0,50.0,2016,Stuttgart
8,2015-10-03,15:30,Bundesliga,Matchweek 8,Sat,Away,2,2,Hoffenheim,59.0,30150.0,4-2-3-1,18.0,66.7,2016,Stuttgart
9,2015-10-18,17:30,Bundesliga,Matchweek 9,Sun,Home,1,0,Ingolstadt 04,47.0,45700.0,4-2-3-1,12.0,100.0,2016,Stuttgart
10,2015-10-24,15:30,Bundesliga,Matchweek 10,Sat,Away,3,4,Leverkusen,37.0,30210.0,4-1-2-1-2◆,12.0,33.3,2016,Stuttgart
12,2015-11-01,15:30,Bundesliga,Matchweek 11,Sun,Home,2,0,Darmstadt 98,60.0,55200.0,4-1-2-1-2◆,18.0,100.0,2016,Stuttgart
13,2015-11-07,15:30,Bundesliga,Matchweek 12,Sat,Away,0,4,Bayern Munich,26.0,75000.0,4-4-1-1,5.0,71.4,2016,Stuttgart
14,2015-11-21,15:30,Bundesliga,Matchweek 13,Sat,Home,0,4,Augsburg,60.0,54925.0,4-4-1-1,18.0,42.9,2016,Stuttgart
15,2015-11-29,15:30,Bundesliga,Matchweek 14,Sun,Away,1,4,Dortmund,29.0,81359.0,4-2-3-1,8.0,60.0,2016,Stuttgart
16,2015-12-06,15:30,Bundesliga,Matchweek 15,Sun,Home,1,1,Werder Bremen,59.0,46590.0,4-1-4-1,12.0,50.0,2016,Stuttgart
17,2015-12-11,20:30,Bundesliga,Matchweek 16,Fri,Away,0,0,Mainz 05,47.0,29104.0,4-2-3-1,11.0,100.0,2016,Stuttgart
19,2015-12-19,18:30,Bundesliga,Matchweek 17,Sat,Home,3,1,Wolfsburg,25.0,47343.0,4-2-3-1,9.0,85.7,2016,Stuttgart
20,2016-01-23,15:30,Bundesliga,Matchweek 18,Sat,Away,3,1,Köln,46.0,50000.0,4-1-4-1,16.0,100.0,2016,Stuttgart
21,2016-01-30,18:30,Bundesliga,Matchweek 19,Sat,Home,2,1,Hamburger SV,46.0,46600.0,4-1-4-1,24.0,80.0,2016,Stuttgart
22,2016-02-06,15:30,Bundesliga,Matchweek 20,Sat,Away,4,2,Eint Frankfurt,41.0,42000.0,4-1-4-1,16.0,66.7,2016,Stuttgart
24,2016-02-13,15:30,Bundesliga,Matchweek 21,Sat,Home,2,0,Hertha BSC,49.0,45465.0,4-1-4-1,15.0,100.0,2016,Stuttgart
25,2016-02-21,17:30,Bundesliga,Matchweek 22,Sun,Away,1,1,Schalke 04,56.0,61262.0,4-1-4-1,19.0,80.0,2016,Stuttgart
26,2016-02-27,15:30,Bundesliga,Matchweek 23,Sat,Home,1,2,Hannover 96,60.0,54356.0,4-1-4-1,22.0,75.0,2016,Stuttgart
27,2016-03-02,20:00,Bundesliga,Matchweek 24,Wed,Away,0,4,M'Gladbach,43.0,43627.0,4-1-4-1,9.0,42.9,2016,Stuttgart
28,2016-03-05,15:30,Bundesliga,Matchweek 25,Sat,Home,5,1,Hoffenheim,37.0,44647.0,4-1-4-1,21.0,75.0,2016,Stuttgart
29,2016-03-12,15:30,Bundesliga,Matchweek 26,Sat,Away,3,3,Ingolstadt 04,55.0,15107.0,4-1-4-1,16.0,62.5,2016,Stuttgart
30,2016-03-20,15:30,Bundesliga,Matchweek 27,Sun,Home,0,2,Leverkusen,55.0,54522.0,4-1-4-1,14.0,77.8,2016,Stuttgart
31,2016-04-02,15:30,Bundesliga,Matchweek 28,Sat,Away,2,2,Darmstadt 98,61.0,17000.0,4-2-3-1,9.0,66.7,2016,Stuttgart
32,2016-04-09,15:30,Bundesliga,Matchweek 29,Sat,Home,1,3,Bayern Munich,21.0,60000.0,5-4-1,9.0,57.1,2016,Stuttgart
33,2016-04-16,15:30,Bundesliga,Matchweek 30,Sat,Away,0,1,Augsburg,51.0,30660.0,4-4-2,10.0,83.3,2016,Stuttgart
34,2016-04-23,15:30,Bundesliga,Matchweek 31,Sat,Home,0,3,Dortmund,46.0,60000.0,4-2-3-1,8.0,66.7,2016,Stuttgart
35,2016-05-02,20:15,Bundesliga,Matchweek 32,Mon,Away,2,6,Werder Bremen,60.0,41000.0,4-1-4-1,13.0,40.0,2016,Stuttgart
36,2016-05-07,15:30,Bundesliga,Matchweek 33,Sat,Home,1,3,Mainz 05,54.0,60000.0,4-2-3-1,8.0,72.7,2016,Stuttgart
37,2016-05-14,15:30,Bundesliga,Matchweek 34,Sat,Away,1,3,Wolfsburg,47.0,30000.0,4-2-3-1,13.0,57.1,2016,Stuttgart
1,2015-08-15,15:30,Bundesliga,Matchweek 1,Sat,Away,2,2,Darmstadt 98,60.0,17000.0,4-2-3-1,13.0,50.0,2016,Hannover 96
2,2015-08-22,15:30,Bundesliga,Matchweek 2,Sat,Home,0,1,Leverkusen,40.0,39100.0,4-2-3-1,5.0,75.0,2016,Hannover 96
3,2015-08-29,15:30,Bundesliga,Matchweek 3,Sat,Away,0,3,Mainz 05,52.0,26872.0,4-1-4-1,11.0,50.0,2016,Hannover 96
4,2015-09-12,15:30,Bundesliga,Matchweek 4,Sat,Home,2,4,Dortmund,29.0,49000.0,4-3-2-1,5.0,60.0,2016,Hannover 96
5,2015-09-20,17:30,Bundesliga,Matchweek 5,Sun,Away,0,2,Augsburg,54.0,28511.0,4-3-2-1,16.0,85.7,2016,Hannover 96
6,2015-09-23,20:00,Bundesliga,Matchweek 6,Wed,Home,1,3,Stuttgart,58.0,36800.0,4-3-2-1,8.0,75.0,2016,Hannover 96
7,2015-09-26,15:30,Bundesliga,Matchweek 7,Sat,Away,1,1,Wolfsburg,32.0,29236.0,4-4-1-1,9.0,88.9,2016,Hannover 96
8,2015-10-03,15:30,Bundesliga,Matchweek 8,Sat,Home,1,0,Werder Bremen,41.0,49000.0,4-2-3-1,12.0,100.0,2016,Hannover 96
9,2015-10-18,15:30,Bundesliga,Matchweek 9,Sun,Away,1,0,Köln,37.0,48700.0,4-2-3-1,8.0,100.0,2016,Hannover 96
10,2015-10-24,15:30,Bundesliga,Matchweek 10,Sat,Home,1,2,Eint Frankfurt,44.0,44200.0,4-2-3-1,10.0,50.0,2016,Hannover 96
12,2015-11-01,17:30,Bundesliga,Matchweek 11,Sun,Away,2,1,Hamburger SV,43.0,54607.0,4-2-3-1,5.0,75.0,2016,Hannover 96
13,2015-11-06,20:30,Bundesliga,Matchweek 12,Fri,Home,1,3,Hertha BSC,52.0,40200.0,4-2-3-1,8.0,33.3,2016,Hannover 96
14,2015-11-21,15:30,Bundesliga,Matchweek 13,Sat,Away,1,2,M'Gladbach,38.0,52214.0,4-2-3-1,14.0,77.8,2016,Hannover 96
15,2015-11-28,15:30,Bundesliga,Matchweek 14,Sat,Home,4,0,Ingolstadt 04,46.0,35000.0,4-2-3-1,8.0,100.0,2016,Hannover 96
16,2015-12-04,20:30,Bundesliga,Matchweek 15,Fri,Away,1,3,Schalke 04,45.0,61229.0,4-2-3-1,7.0,71.4,2016,Hannover 96
17,2015-12-12,15:30,Bundesliga,Matchweek 16,Sat,Away,0,1,Hoffenheim,56.0,25531.0,4-2-3-1,19.0,80.0,2016,Hannover 96
18,2015-12-19,15:30,Bundesliga,Matchweek 17,Sat,Home,0,1,Bayern Munich,21.0,49000.0,4-2-3-1,6.0,100.0,2016,Hannover 96
19,2016-01-23,15:30,Bundesliga,Matchweek 18,Sat,Home,1,2,Darmstadt 98,70.0,35600.0,4-1-2-1-2◆,13.0,60.0,2016,Hannover 96
20,2016-01-30,15:30,Bundesliga,Matchweek 19,Sat,Away,0,3,Leverkusen,43.0,28790.0,4-1-2-1-2◆,7.0,60.0,2016,Hannover 96
21,2016-02-06,15:30,Bundesliga,Matchweek 20,Sat,Home,0,1,Mainz 05,56.0,35596.0,4-1-2-1-2◆,10.0,50.0,2016,Hannover 96
22,2016-02-13,15:30,Bundesliga,Matchweek 21,Sat,Away,0,1,Dortmund,29.0,80900.0,4-1-4-1,5.0,85.7,2016,Hannover 96
23,2016-02-21,17:30,Bundesliga,Matchweek 22,Sun,Home,0,1,Augsburg,50.0,32400.0,4-1-4-1,16.0,83.3,2016,Hannover 96
24,2016-02-27,15:30,Bundesliga,Matchweek 23,Sat,Away,2,1,Stuttgart,40.0,54356.0,4-2-3-1,12.0,88.9,2016,Hannover 96
25,2016-03-01,20:00,Bundesliga,Matchweek 24,Tue,Home,0,4,Wolfsburg,37.0,34500.0,4-4-2,6.0,60.0,2016,Hannover 96
26,2016-03-05,15:30,Bundesliga,Matchweek 25,Sat,Away,1,4,Werder Bremen,54.0,42100.0,4-2-3-1,15.0,20.0,2016,Hannover 96
27,2016-03-12,15:30,Bundesliga,Matchweek 26,Sat,Home,0,2,Köln,60.0,40600.0,4-2-3-1,17.0,60.0,2016,Hannover 96
28,2016-03-19,18:30,Bundesliga,Matchweek 27,Sat,Away,0,1,Eint Frankfurt,43.0,43300.0,4-4-2,7.0,80.0,2016,Hannover 96
29,2016-04-02,15:30,Bundesliga,Matchweek 28,Sat,Home,0,3,Hamburger SV,55.0,49000.0,4-1-2-1-2◆,16.0,25.0,2016,Hannover 96
30,2016-04-08,20:30,Bundesliga,Matchweek 29,Fri,Away,2,2,Hertha BSC,37.0,45229.0,4-2-3-1,12.0,75.0,2016,Hannover 96
31,2016-04-15,20:30,Bundesliga,Matchweek 30,Fri,Home,2,0,M'Gladbach,42.0,46196.0,4-2-3-1,12.0,100.0,2016,Hannover 96
32,2016-04-23,15:30,Bundesliga,Matchweek 31,Sat,Away,2,2,Ingolstadt 04,67.0,14831.0,4-2-3-1,13.0,33.3,2016,Hannover 96
33,2016-04-30,15:30,Bundesliga,Matchweek 32,Sat,Home,1,3,Schalke 04,49.0,46900.0,4-2-3-1,21.0,57.1,2016,Hannover 96
34,2016-05-07,15:30,Bundesliga,Matchweek 33,Sat,Home,1,0,Hoffenheim,45.0,38096.0,4-2-3-1,14.0,100.0,2016,Hannover 96
35,2016-05-14,15:30,Bundesliga,Matchweek 34,Sat,Away,1,3,Bayern Munich,35.0,75000.0,4-2-3-1,20.0,72.7,2016,Hannover 96
2,2014-08-22,20:30,Bundesliga,Matchweek 1,Fri,Home,2,1,Wolfsburg,60.0,71000.0,3-4-1-2,17.0,75.0,2015,Bayern Munich
3,2014-08-30,18:30,Bundesliga,Matchweek 2,Sat,Away,1,1,Schalke 04,65.0,61973.0,4-2-2-2,10.0,66.7,2015,Bayern Munich
4,2014-09-13,15:30,Bundesliga,Matchweek 3,Sat,Home,2,0,Stuttgart,67.0,71000.0,4-3-3,14.0,,2015,Bayern Munich
6,2014-09-20,15:30,Bundesliga,Matchweek 4,Sat,Away,0,0,Hamburger SV,74.0,57000.0,4-3-3,16.0,,2015,Bayern Munich
7,2014-09-23,20:00,Bundesliga,Matchweek 5,Tue,Home,4,0,Paderborn 07,73.0,71000.0,4-2-3-1,25.0,100.0,2015,Bayern Munich
8,2014-09-27,15:30,Bundesliga,Matchweek 6,Sat,Away,2,0,Köln,78.0,50000.0,3-5-2,23.0,100.0,2015,Bayern Munich
10,2014-10-04,15:30,Bundesliga,Matchweek 7,Sat,Home,4,0,Hannover 96,70.0,71000.0,3-4-3,23.0,100.0,2015,Bayern Munich
11,2014-10-18,15:30,Bundesliga,Matchweek 8,Sat,Home,6,0,Werder Bremen,79.0,71000.0,4-3-3,19.0,,2015,Bayern Munich
13,2014-10-26,17:30,Bundesliga,Matchweek 9,Sun,Away,0,0,M'Gladbach,72.0,54010.0,4-1-2-1-2◆,20.0,100.0,2015,Bayern Munich
15,2014-11-01,18:30,Bundesliga,Matchweek 10,Sat,Home,2,1,Dortmund,65.0,71000.0,3-5-2,25.0,75.0,2015,Bayern Munich
17,2014-11-08,15:30,Bundesliga,Matchweek 11,Sat,Away,4,0,Eint Frankfurt,67.0,51500.0,4-1-2-1-2◆,19.0,100.0,2015,Bayern Munich
18,2014-11-22,15:30,Bundesliga,Matchweek 12,Sat,Home,4,0,Hoffenheim,66.0,71000.0,4-1-4-1,17.0,100.0,2015,Bayern Munich
20,2014-11-29,15:30,Bundesliga,Matchweek 13,Sat,Away,1,0,Hertha BSC,79.0,76195.0,4-1-3-2,15.0,100.0,2015,Bayern Munich
21,2014-12-06,18:30,Bundesliga,Matchweek 14,Sat,Home,1,0,Leverkusen,65.0,71000.0,4-1-2-1-2◆,9.0,,2015,Bayern Munich
23,2014-12-13,15:30,Bundesliga,Matchweek 15,Sat,Away,4,0,Augsburg,73.0,30660.0,4-3-3,26.0,100.0,2015,Bayern Munich
24,2014-12-16,20:00,Bundesliga,Matchweek 16,Tue,Home,2,0,Freiburg,82.0,71000.0,4-1-4-1,31.0,,2015,Bayern Munich
25,2014-12-19,20:30,Bundesliga,Matchweek 17,Fri,Away,2,1,Mainz 05,69.0,34000.0,4-2-3-1,13.0,66.7,2015,Bayern Munich
26,2015-01-30,20:30,Bundesliga,Matchweek 18,Fri,Away,1,4,Wolfsburg,68.0,30000.0,4-1-4-1,16.0,33.3,2015,Bayern Munich
27,2015-02-03,20:00,Bundesliga,Matchweek 19,Tue,Home,1,1,Schalke 04,60.0,75000.0,3-4-3,10.0,66.7,2015,Bayern Munich
28,2015-02-07,15:30,Bundesliga,Matchweek 20,Sat,Away,2,0,Stuttgart,73.0,60000.0,3-4-3◆,8.0,,2015,Bayern Munich
29,2015-02-14,15:30,Bundesliga,Matchweek 21,Sat,Home,8,0,Hamburger SV,73.0,75000.0,4-2-3-1,25.0,100.0,2015,Bayern Munich
31,2015-02-21,15:30,Bundesliga,Matchweek 22,Sat,Away,6,0,Paderborn 07,78.0,15000.0,4-2-3-1,17.0,100.0,2015,Bayern Munich
32,2015-02-27,20:30,Bundesliga,Matchweek 23,Fri,Home,4,1,Köln,78.0,75000.0,4-1-4-1,24.0,75.0,2015,Bayern Munich
34,2015-03-07,15:30,Bundesliga,Matchweek 24,Sat,Away,3,1,Hannover 96,79.0,49000.0,3-4-3,13.0,0.0,2015,Bayern Munich
36,2015-03-14,15:30,Bundesliga,Matchweek 25,Sat,Away,4,0,Werder Bremen,72.0,42100.0,4-3-3,13.0,100.0,2015,Bayern Munich
37,2015-03-22,17:30,Bundesliga,Matchweek 26,Sun,Home,0,2,M'Gladbach,68.0,75000.0,4-3-3,16.0,50.0,2015,Bayern Munich
38,2015-04-04,18:30,Bundesliga,Matchweek 27,Sat,Away,1,0,Dortmund,50.0,80667.0,3-1-4-2,6.0,100.0,2015,Bayern Munich
40,2015-04-11,15:30,Bundesliga,Matchweek 28,Sat,Home,3,0,Eint Frankfurt,63.0,75000.0,3-4-3,19.0,100.0,2015,Bayern Munich
42,2015-04-18,15:30,Bundesliga,Matchweek 29,Sat,Away,2,0,Hoffenheim,70.0,30150.0,3-4-3,21.0,100.0,2015,Bayern Munich
44,2015-04-25,18:30,Bundesliga,Matchweek 30,Sat,Home,1,0,Hertha BSC,79.0,75000.0,4-3-3,16.0,100.0,2015,Bayern Munich
46,2015-05-02,18:30,Bundesliga,Matchweek 31,Sat,Away,0,2,Leverkusen,57.0,30210.0,3-4-3,9.0,75.0,2015,Bayern Munich
48,2015-05-09,15:30,Bundesliga,Matchweek 32,Sat,Home,0,1,Augsburg,71.0,75000.0,4-1-2-1-2◆,16.0,75.0,2015,Bayern Munich
50,2015-05-16,15:30,Bundesliga,Matchweek 33,Sat,Away,1,2,Freiburg,78.0,24000.0,4-3-3,19.0,33.3,2015,Bayern Munich
51,2015-05-23,15:30,Bundesliga,Matchweek 34,Sat,Home,2,0,Mainz 05,74.0,75000.0,4-3-3,20.0,100.0,2015,Bayern Munich
1,2014-08-22,20:30,Bundesliga,Matchweek 1,Fri,Away,1,2,Bayern Munich,40.0,71000.0,4-2-3-1,7.0,80.0,2015,Wolfsburg
